video_name,element,mean,std,skewness,kurtosis,entropy,energy
misato_db4,misato_temp_diff,-3.7960193945797157e-06,0.6564799159479473,0.004000396097184452,96.27236124852563,0.1567569594557982,10763270.715520822
misato_db4,misato_temp_sum,2.4568245633345765e-05,0.640079212705567,-0.034562656264740574,117.05592721139965,0.10332374747534273,10232195.344324319
misato_db4,misato_app,-0.044256622402268346,19.874383260788665,-0.5467175482253411,103.19305678650343,0.22156888706428748,9864858276.060152
